"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pddc1",0.018115344962745,0.123596308282267,0.374,0.322,1,"EPO_responsive","Pddc1"
"Gnl3",0.0182638595804454,0.144837897000717,0.685,0.655,1,"EPO_responsive","Gnl3"
"Mrpl36",0.0183982407241844,0.103610497145463,0.643,0.578,1,"EPO_responsive","Mrpl36"
"Zdhhc4",0.0187074659637151,0.138683312003515,0.236,0.201,1,"EPO_responsive","Zdhhc4"
"Rad54l",0.0187668857329071,0.124261716636408,0.259,0.217,1,"EPO_responsive","Rad54l"
"Cap1",0.0187733376538175,0.130501114406571,0.325,0.277,1,"EPO_responsive","Cap1"
"Fkbp11",0.0189242636052369,0.11960425874631,0.187,0.149,1,"EPO_responsive","Fkbp11"
"Emid1",0.0192186992687759,0.142299385075506,0.167,0.145,1,"EPO_responsive","Emid1"
"U2af1",0.0196980414562931,0.156910402979383,0.803,0.803,1,"EPO_responsive","U2af1"
"Nme1",0.0197049173251044,0.103633697885468,0.866,0.827,1,"EPO_responsive","Nme1"
"Bzw2",0.0197990834347191,0.130633919418705,0.485,0.437,1,"EPO_responsive","Bzw2"
"Pdcd4",0.0201870624079045,0.132553409854202,0.787,0.744,1,"EPO_responsive","Pdcd4"
"Nudt5",0.0202451507965523,0.123774367271382,0.528,0.481,1,"EPO_responsive","Nudt5"
"Cdc20",0.0204329257376473,0.106688240072253,0.243,0.193,1,"EPO_responsive","Cdc20"
"Nasp",0.0204773159029856,0.127727757249237,0.364,0.322,1,"EPO_responsive","Nasp"
"Ywhae",0.0205387009914696,0.134805846900538,0.895,0.897,1,"EPO_responsive","Ywhae"
"G3bp1",0.0206380470521944,0.0887421728167637,0.823,0.775,1,"EPO_responsive","G3bp1"
"mt-Nd4l",0.0208928561144747,0.123613601639726,0.616,0.577,1,"EPO_responsive","mt-Nd4l"
"Rfc5",0.0209102847487049,0.126237899259897,0.433,0.386,1,"EPO_responsive","Rfc5"
"Nans",0.0210588168909075,0.111966702701036,0.43,0.388,1,"EPO_responsive","Nans"
"Cox5b",0.021447121230695,0.072213594728288,0.951,0.908,1,"EPO_responsive","Cox5b"
"Naa50",0.0221321617575387,0.114486226854014,0.62,0.566,1,"EPO_responsive","Naa50"
"Minpp1",0.0227574411786001,0.104639952332195,0.436,0.383,1,"EPO_responsive","Minpp1"
"Chchd2",0.0228335803563815,0.102645480502225,0.974,0.978,1,"EPO_responsive","Chchd2"
"Cd244",0.0239015563702194,0.11663373043931,0.151,0.117,1,"EPO_responsive","Cd244"
"Atf1",0.0239025006809894,0.079168133257892,0.666,0.611,1,"EPO_responsive","Atf1"
"Coa3",0.0240739816292031,0.131743303340701,0.666,0.626,1,"EPO_responsive","Coa3"
"Mecr",0.0241195328555072,0.118962664930383,0.144,0.123,1,"EPO_responsive","Mecr"
"Cdc45",0.0243502067305213,0.0947076956600282,0.174,0.139,1,"EPO_responsive","Cdc45"
"Trip13",0.0247688724539083,0.0909642668640948,0.148,0.116,1,"EPO_responsive","Trip13"
"Tmem126a",0.0250124381410268,0.126578544407208,0.374,0.329,1,"EPO_responsive","Tmem126a"
"Dnajb9",0.0251603091045149,0.118751787789391,0.19,0.155,1,"EPO_responsive","Dnajb9"
"Birc5",0.0255138401785221,0.157138776251802,0.384,0.32,1,"EPO_responsive","Birc5"
"Ints7",0.0256302330881956,0.121720274988921,0.252,0.218,1,"EPO_responsive","Ints7"
"Dscc1",0.0257890890021424,0.102256987975229,0.18,0.141,1,"EPO_responsive","Dscc1"
"Crebl2",0.0260335463075116,0.116096033780207,0.111,0.088,1,"EPO_responsive","Crebl2"
"Serf2",0.0266637822262184,0.0648294413779626,0.99,0.995,1,"EPO_responsive","Serf2"
"Ncbp2",0.0270744135736222,0.130517882096727,0.413,0.378,1,"EPO_responsive","Ncbp2"
"Atox1",0.0272106657784161,0.0898450382883544,0.859,0.838,1,"EPO_responsive","Atox1"
"Tmem216",0.027505043687681,0.112451472641142,0.167,0.137,1,"EPO_responsive","Tmem216"
"Nufip1",0.0276575648539356,0.106960855935083,0.19,0.155,1,"EPO_responsive","Nufip1"
"Dnlz",0.0277961178946733,0.102333841676271,0.41,0.354,1,"EPO_responsive","Dnlz"
"Pfdn6",0.0283074370549615,0.124934884762715,0.633,0.587,1,"EPO_responsive","Pfdn6"
"Ncs1",0.0283952614622684,0.0894768677871517,0.121,0.087,1,"EPO_responsive","Ncs1"
"Cdk4",0.0286907884631145,0.104757592443172,0.856,0.837,1,"EPO_responsive","Cdk4"
"Smim7",0.0292951027874289,0.138747208758783,0.443,0.411,1,"EPO_responsive","Smim7"
"Psip1",0.0293656631554282,0.129193931015495,0.616,0.58,1,"EPO_responsive","Psip1"
"Mpg",0.0301878109604367,0.112499099023627,0.193,0.158,1,"EPO_responsive","Mpg"
"Hn1l",0.0302163612271512,0.130423098633839,0.423,0.39,1,"EPO_responsive","Hn1l"
"Chchd6",0.0303186726641083,0.133533888046334,0.282,0.252,1,"EPO_responsive","Chchd6"
"Aaas",0.0308369143154321,0.12200980442946,0.207,0.185,1,"EPO_responsive","Aaas"
"Sgol1",0.0310478192658646,0.10683579877146,0.259,0.214,1,"EPO_responsive","Sgol1"
"Manf",0.0310694817485909,0.101559250128717,0.682,0.64,1,"EPO_responsive","Manf"
"Cit",0.031237934433718,0.123021062736781,0.239,0.204,1,"EPO_responsive","Cit"
"Bcas2",0.0313444438441524,0.102398302097042,0.679,0.642,1,"EPO_responsive","Bcas2"
"Zfp263",0.0314682903381833,0.116678616692928,0.246,0.206,1,"EPO_responsive","Zfp263"
"Sass6",0.0314893040435062,0.0860445965419039,0.141,0.107,1,"EPO_responsive","Sass6"
"Phf5a",0.0315232976047358,0.104326800155568,0.633,0.588,1,"EPO_responsive","Phf5a"
"Cdk1",0.0315850893759941,0.115149571783379,0.338,0.285,1,"EPO_responsive","Cdk1"
"Pdhb",0.0319775313678525,0.108648714566028,0.328,0.274,1,"EPO_responsive","Pdhb"
"Ndufab1",0.0323263655348663,0.117549364561831,0.774,0.764,1,"EPO_responsive","Ndufab1"
"Pole",0.0323722852399358,0.129869038024427,0.138,0.126,1,"EPO_responsive","Pole"
"Pitpnc1",0.0325253510090362,0.104440964628134,0.403,0.356,1,"EPO_responsive","Pitpnc1"
"Ndufb2",0.0325720104535097,0.0989106300119278,0.784,0.742,1,"EPO_responsive","Ndufb2"
"Rap1a",0.0326481984686433,0.104056918712264,0.659,0.622,1,"EPO_responsive","Rap1a"
"Zcrb1",0.0333798034043006,0.107578950317901,0.61,0.57,1,"EPO_responsive","Zcrb1"
"Fra10ac1",0.0335710444891269,0.105316196504825,0.246,0.211,1,"EPO_responsive","Fra10ac1"
"Mrps18a",0.033738799910079,0.140510252557709,0.505,0.487,1,"EPO_responsive","Mrps18a"
"Ndufaf2",0.0338809254343808,0.134759424732328,0.436,0.406,1,"EPO_responsive","Ndufaf2"
"Sec61g",0.0345847642323022,0.0845508779371227,0.951,0.951,1,"EPO_responsive","Sec61g"
"Prmt1",0.0348258231790355,0.108457223408525,0.63,0.586,1,"EPO_responsive","Prmt1"
"Rdh13",0.0350116584044248,0.0783063594228454,0.111,0.075,1,"EPO_responsive","Rdh13"
"Cdca4",0.0350798643558838,0.109713839350878,0.282,0.247,1,"EPO_responsive","Cdca4"
"Tmem203",0.0353606255938968,0.0857463972519951,0.131,0.095,1,"EPO_responsive","Tmem203"
"Fam111a",0.0353968894488986,0.1533544460935,0.528,0.5,1,"EPO_responsive","Fam111a"
"Lamtor1",0.0356821553928748,0.117604783276327,0.613,0.572,1,"EPO_responsive","Lamtor1"
"Nol12",0.0359074064415715,0.108687429471121,0.387,0.35,1,"EPO_responsive","Nol12"
"Slc30a5",0.035984184002717,0.116551841670245,0.207,0.175,1,"EPO_responsive","Slc30a5"
"Sumo1",0.0361614649077985,0.0910180405982153,0.875,0.859,1,"EPO_responsive","Sumo1"
"Nsmce1",0.0366199652375304,0.117192401622041,0.423,0.386,1,"EPO_responsive","Nsmce1"
"Ammecr1",0.0369216137141327,0.086996472919014,0.138,0.103,1,"EPO_responsive","Ammecr1"
"Cnih1",0.0370118994435551,0.0985114753327209,0.511,0.463,1,"EPO_responsive","Cnih1"
"Dnajc8",0.0371688756334505,0.114281296835214,0.751,0.731,1,"EPO_responsive","Dnajc8"
"Tpgs2",0.0371991989566472,0.0878351512976535,0.256,0.211,1,"EPO_responsive","Tpgs2"
"Ccdc58",0.0379895080083971,0.0984707876349468,0.341,0.298,1,"EPO_responsive","Ccdc58"
"Brms1l",0.0383438095188419,0.0951720592380033,0.121,0.092,1,"EPO_responsive","Brms1l"
"Slfn9",0.0389118901938857,0.11236047736256,0.128,0.105,1,"EPO_responsive","Slfn9"
"Nsl1",0.0390581333295111,0.0772411091782032,0.125,0.095,1,"EPO_responsive","Nsl1"
"Cox11",0.0395199663181992,0.0822832497671504,0.111,0.089,1,"EPO_responsive","Cox11"
"Lrr1",0.0399486331626549,0.0808834674378393,0.108,0.087,1,"EPO_responsive","Lrr1"
"Emp3",0.0403018325407238,0.0827590803604703,0.875,0.843,1,"EPO_responsive","Emp3"
"Eif5b",0.0403404976729043,0.102583864928935,0.725,0.679,1,"EPO_responsive","Eif5b"
"Rbbp4",0.0404531806524591,0.115964606793896,0.626,0.591,1,"EPO_responsive","Rbbp4"
"Prmt7",0.0411132897615313,0.100343697171673,0.239,0.203,1,"EPO_responsive","Prmt7"
"Mrps34",0.0415292249886649,0.118445544836688,0.377,0.343,1,"EPO_responsive","Mrps34"
"Slirp",0.0417307682730602,0.147164035238689,0.672,0.671,1,"EPO_responsive","Slirp"
"Dpy30",0.0419829430600373,0.105731874079272,0.705,0.667,1,"EPO_responsive","Dpy30"
"Itfg2",0.0421177085570713,0.103949455849028,0.216,0.179,1,"EPO_responsive","Itfg2"
"Cks1brt",0.0425329113582668,0.0968196093207657,0.157,0.138,1,"EPO_responsive","Cks1brt"
"Zmat2",0.0429546525420477,0.117651372798451,0.564,0.535,1,"EPO_responsive","Zmat2"
"Dynlrb1",0.0433943451582122,0.100416468720989,0.836,0.823,1,"EPO_responsive","Dynlrb1"
"Rbm7",0.043610043055507,0.11942541868454,0.502,0.469,1,"EPO_responsive","Rbm7"
"Sub1",0.0436177224923037,0.0706784241741314,0.97,0.957,1,"EPO_responsive","Sub1"
"Snapc5",0.0438989894623901,0.118511153327628,0.534,0.505,1,"EPO_responsive","Snapc5"
"Dhfr",0.0441196909282641,0.115125089374017,0.374,0.331,1,"EPO_responsive","Dhfr"
"Bok",0.044211835365579,0.0880720707500077,0.105,0.081,1,"EPO_responsive","Bok"
"Mapk8",0.0447510355326648,0.0905186030997614,0.161,0.131,1,"EPO_responsive","Mapk8"
"Ciapin1",0.0448980703292426,0.100398194354449,0.282,0.242,1,"EPO_responsive","Ciapin1"
"Ssr4",0.0449975363551696,0.0866543658486163,0.892,0.879,1,"EPO_responsive","Ssr4"
"Ado",0.0453520892956696,0.117341533300913,0.328,0.294,1,"EPO_responsive","Ado"
"Nop58",0.0456732834691957,0.0644559351269822,0.682,0.609,1,"EPO_responsive","Nop58"
"C1qbp",0.045747395043582,0.0958633086095597,0.784,0.744,1,"EPO_responsive","C1qbp"
"Cdkn3",0.0463337113173478,0.098789467683874,0.128,0.094,1,"EPO_responsive","Cdkn3"
"Aasdhppt",0.0466273934718444,0.111996114803508,0.252,0.224,1,"EPO_responsive","Aasdhppt"
"Nmt2",0.0468529680027509,0.0983884239174977,0.413,0.377,1,"EPO_responsive","Nmt2"
"Mfsd10",0.0468840555651151,0.108201399726159,0.413,0.378,1,"EPO_responsive","Mfsd10"
"Sephs2",0.0469510463223618,0.110512293233687,0.525,0.49,1,"EPO_responsive","Sephs2"
"Repin1",0.0469840979999371,0.111950541765085,0.207,0.182,1,"EPO_responsive","Repin1"
"Snrpa1",0.047251302093525,0.103793503525324,0.561,0.514,1,"EPO_responsive","Snrpa1"
"Slmo2",0.0475324720616518,0.110684374780607,0.407,0.364,1,"EPO_responsive","Slmo2"
"Ttk",0.0475908738384403,0.0733581052415952,0.118,0.096,1,"EPO_responsive","Ttk"
"Ddi2",0.0476716207018907,0.076214420463788,0.18,0.14,1,"EPO_responsive","Ddi2"
"Hnrnpf",0.0486878251527675,0.0734972013097388,0.934,0.915,1,"EPO_responsive","Hnrnpf"
"Rqcd1",0.0486976114345466,0.112222377984766,0.246,0.224,1,"EPO_responsive","Rqcd1"
"Taf10",1.987819014866e-17,0.412753282558126,0.559,0.285,2.16791541761286e-13,"EPO_nonresponsive","Taf10"
"Eef2",2.65334873260215e-14,0.244216700600739,0.999,0.984,2.89374212777591e-10,"EPO_nonresponsive","Eef2"
"Eef1a1",2.26326491539199e-12,0.167336264467985,1,1,2.4683167167265e-08,"EPO_nonresponsive","Eef1a1"
"Igf2bp3",8.89910383253342e-12,0.283932244376246,0.186,0.039,9.70536263976094e-08,"EPO_nonresponsive","Igf2bp3"
"Trim56",4.05202936242188e-11,0.334914479307356,0.34,0.154,4.41914322265731e-07,"EPO_nonresponsive","Trim56"
"Aes",4.47449928502101e-11,0.31717162301588,0.782,0.666,4.87988892024391e-07,"EPO_nonresponsive","Aes"
"Smad7",1.07210577841343e-10,0.363254271782371,0.344,0.164,1.16923856193769e-06,"EPO_nonresponsive","Smad7"
"Gnai2",2.25795386321592e-10,0.284215784111828,0.856,0.754,2.46252448322329e-06,"EPO_nonresponsive","Gnai2"
"Rfxap",1.16077927080339e-09,0.240823991906049,0.187,0.052,1.26594587273817e-05,"EPO_nonresponsive","Rfxap"
"Adgrg1",2.15702444906241e-09,0.225988109429376,0.894,0.774,2.35245086414747e-05,"EPO_nonresponsive","Adgrg1"
"Ftl1",3.73379128160395e-09,0.201530421398512,1,1,4.07207277171727e-05,"EPO_nonresponsive","Ftl1"
"Nrgn",4.70981035136247e-09,0.290016210643257,0.692,0.531,5.13651916919591e-05,"EPO_nonresponsive","Nrgn"
"Alox5ap",5.76182480964559e-09,0.250526920889517,0.842,0.715,6.28384613739948e-05,"EPO_nonresponsive","Alox5ap"
"Cbfa2t3",9.42365951929023e-09,0.281830698377368,0.591,0.416,0.000102774430717379,"EPO_nonresponsive","Cbfa2t3"
"Spn",1.11894090504621e-08,0.267302451671249,0.577,0.397,0.000122031695104339,"EPO_nonresponsive","Spn"
"Cox7a2l",1.48612023431696e-08,0.208641821911751,0.969,0.921,0.000162076272754607,"EPO_nonresponsive","Cox7a2l"
"Sqstm1",1.69536944845298e-08,0.296005189657207,0.455,0.269,0.000184896992048282,"EPO_nonresponsive","Sqstm1"
"Senp6",1.9201435605758e-08,0.256567129304063,0.441,0.252,0.000209410856716397,"EPO_nonresponsive","Senp6"
"Snrk",2.26318950111628e-08,0.234393311142983,0.141,0.039,0.000246823446991742,"EPO_nonresponsive","Snrk"
"Tpt1",2.66636219211694e-08,0.108749112070986,1,1,0.000290793460672273,"EPO_nonresponsive","Tpt1"
"Spns2",2.75701062584721e-08,0.281894561629591,0.399,0.226,0.000300679578854897,"EPO_nonresponsive","Spns2"
"H2-D1",3.81583548425662e-08,0.182986581013372,0.988,0.974,0.000416155017913027,"EPO_nonresponsive","H2-D1"
"Mknk2",5.04761391224734e-08,0.249460204858118,0.38,0.193,0.000550492773269695,"EPO_nonresponsive","Mknk2"
"Pkn1",8.1569433391566e-08,0.242066160179027,0.295,0.134,0.000889596240568419,"EPO_nonresponsive","Pkn1"
"Eif3f",8.77739637455676e-08,0.177354155073458,0.986,0.974,0.000957262848609161,"EPO_nonresponsive","Eif3f"
"Zfr",1.00661682294268e-07,0.255357265521402,0.417,0.249,0.00109781630710129,"EPO_nonresponsive","Zfr"
"Ppm1a",1.04521735742163e-07,0.197192330710021,0.168,0.056,0.00113991405000403,"EPO_nonresponsive","Ppm1a"
"Pitpna",1.13879721115056e-07,0.239915661643667,0.472,0.292,0.00124197223848081,"EPO_nonresponsive","Pitpna"
"Coro1a",1.19325712699171e-07,0.238973515366434,0.879,0.787,0.00130136622269716,"EPO_nonresponsive","Coro1a"
"Ptp4a2",1.26739284667678e-07,0.241848407262756,0.737,0.61,0.0013822186385857,"EPO_nonresponsive","Ptp4a2"
"Ube2m",1.47377112369173e-07,0.244306888898547,0.366,0.203,0.0016072947874982,"EPO_nonresponsive","Ube2m"
"Etnk1",1.65286569039685e-07,0.251551802589666,0.361,0.2,0.00180261532194681,"EPO_nonresponsive","Etnk1"
"Mpp6",2.38076387012267e-07,0.23820247987974,0.566,0.397,0.00259646107675578,"EPO_nonresponsive","Mpp6"
"Cbx6",2.47765020299067e-07,0.257189929743419,0.411,0.246,0.00270212531138163,"EPO_nonresponsive","Cbx6"
"Msn",2.51731576437327e-07,0.256165639602165,0.545,0.374,0.00274538457262548,"EPO_nonresponsive","Msn"
"Mprip",3.13016062957508e-07,0.239185665047041,0.317,0.161,0.00341375318261458,"EPO_nonresponsive","Mprip"
"Hlf",3.22534612042713e-07,0.360772751851514,0.609,0.466,0.00351756247893783,"EPO_nonresponsive","Hlf"
"Chmp4b",3.48624041485333e-07,0.265282776935113,0.563,0.42,0.00380209379643905,"EPO_nonresponsive","Chmp4b"
"Dfna5",4.7030934152335e-07,0.248726160021111,0.361,0.2,0.00512919367865366,"EPO_nonresponsive","Dfna5"
"Laptm5",4.84739652020951e-07,0.222183785073323,0.87,0.797,0.0052865706449405,"EPO_nonresponsive","Laptm5"
"Grb2",5.14661853871658e-07,0.205743974400068,0.517,0.348,0.0056129021783243,"EPO_nonresponsive","Grb2"
"Wsb2",6.27165024215151e-07,0.217239344782418,0.207,0.085,0.00683986175409044,"EPO_nonresponsive","Wsb2"
"Irak1",1.0061015040324e-06,0.261119573521434,0.474,0.321,0.0109725430029774,"EPO_nonresponsive","Irak1"
"Gltscr2",1.12819474742621e-06,0.216832119717107,0.873,0.797,0.0123040919154303,"EPO_nonresponsive","Gltscr2"
"Fmnl1",1.15445390414798e-06,0.223224335191291,0.372,0.213,0.0125904742786378,"EPO_nonresponsive","Fmnl1"
"Hnrnpd",1.27995299750341e-06,0.26056790049973,0.61,0.489,0.0139591673907722,"EPO_nonresponsive","Hnrnpd"
"Suv420h1",1.32338203347188e-06,0.183663012792744,0.155,0.052,0.0144328044570443,"EPO_nonresponsive","Suv420h1"
"Usp19",1.49470152304988e-06,0.221459313764632,0.254,0.121,0.016301214810382,"EPO_nonresponsive","Usp19"
"Malat1",1.75912677326695e-06,0.171357886816995,1,1,0.0191850365892494,"EPO_nonresponsive","Malat1"
"Mkrn1",1.76076418613186e-06,0.24943601903884,0.462,0.321,0.0192028942139541,"EPO_nonresponsive","Mkrn1"
"Nckap1l",1.76756603381005e-06,0.187490647405909,0.226,0.095,0.0192770751647324,"EPO_nonresponsive","Nckap1l"
"Stard10",1.89168224192813e-06,0.239352746629983,0.294,0.167,0.0206306865304682,"EPO_nonresponsive","Stard10"
"Ccni",1.96217189068272e-06,0.2397173605509,0.507,0.351,0.0213994466397857,"EPO_nonresponsive","Ccni"
"Pfdn5",1.9710025879696e-06,0.169604466169209,0.963,0.911,0.0214957542243965,"EPO_nonresponsive","Pfdn5"
"Ogfrl1",2.02111231602406e-06,0.222331061817483,0.644,0.498,0.0220422509185584,"EPO_nonresponsive","Ogfrl1"
"Mafg",2.11423950768607e-06,0.247371354130116,0.513,0.354,0.0230578960708243,"EPO_nonresponsive","Mafg"
"Sbf1",2.12527423100139e-06,0.194963647789666,0.17,0.062,0.0231782407633011,"EPO_nonresponsive","Sbf1"
"Pbx1",2.12654114695647e-06,0.339327591037619,0.681,0.564,0.0231920577487073,"EPO_nonresponsive","Pbx1"
"Vim",2.2045237767239e-06,0.301548363435129,0.65,0.525,0.0240425363089509,"EPO_nonresponsive","Vim"
"Cxxc5",2.39666830374883e-06,0.248722633995876,0.542,0.397,0.0261380645206847,"EPO_nonresponsive","Cxxc5"
"Irf2bp1",2.48844420439141e-06,0.190145587563255,0.233,0.108,0.0271389724930927,"EPO_nonresponsive","Irf2bp1"
"Saraf",3.5422180475084e-06,0.19763381070911,0.782,0.666,0.0386314300261266,"EPO_nonresponsive","Saraf"
"Ap2m1",3.60801398440507e-06,0.19078276089789,0.693,0.557,0.0393490005139217,"EPO_nonresponsive","Ap2m1"
"Smc1a",3.79159700807167e-06,0.242786497854741,0.646,0.528,0.0413511569700296,"EPO_nonresponsive","Smc1a"
"Eya2",4.27278988179148e-06,0.19094900050625,0.142,0.049,0.0465990464508179,"EPO_nonresponsive","Eya2"
"Pgd",4.35934721507992e-06,0.243671527024832,0.31,0.187,0.0475430407276616,"EPO_nonresponsive","Pgd"
"Pik3ip1",5.01126094633608e-06,0.280746859189102,0.369,0.233,0.0546528118807413,"EPO_nonresponsive","Pik3ip1"
"Dnttip1",5.15144325364386e-06,0.183509194641509,0.183,0.079,0.0561816401242399,"EPO_nonresponsive","Dnttip1"
"Ankrd11",5.75487834884218e-06,0.214135833449973,0.412,0.259,0.0627627032724728,"EPO_nonresponsive","Ankrd11"
"Fkbp15",6.66957543414786e-06,0.160980957421941,0.156,0.056,0.0727383896848165,"EPO_nonresponsive","Fkbp15"
"Pura",6.80756026551128e-06,0.247163718958388,0.531,0.403,0.074243252255666,"EPO_nonresponsive","Pura"
"Aldoa",7.10145017927186e-06,0.23365571348199,0.911,0.875,0.0774484156551389,"EPO_nonresponsive","Aldoa"
"Brd2",7.95853457781829e-06,0.222367008635045,0.461,0.311,0.0867957781056862,"EPO_nonresponsive","Brd2"
"Rcc2",8.31413051376532e-06,0.197570289107394,0.639,0.502,0.0906739073831246,"EPO_nonresponsive","Rcc2"
"Zfp644",8.33797976200544e-06,0.210337114016522,0.421,0.272,0.0909340072844314,"EPO_nonresponsive","Zfp644"
"Rbm4b",8.37863311287236e-06,0.196384193271283,0.508,0.354,0.091377372728986,"EPO_nonresponsive","Rbm4b"
"Mmrn1",8.52815563762637e-06,0.26106367610831,0.312,0.187,0.0930080653839532,"EPO_nonresponsive","Mmrn1"
"Tln1",8.98208541051727e-06,0.187698811280453,0.738,0.613,0.0979586234871014,"EPO_nonresponsive","Tln1"
"Eif3c",9.25676483910619e-06,0.226171681120652,0.613,0.492,0.100954277335292,"EPO_nonresponsive","Eif3c"
"Ncor1",9.56776746144642e-06,0.202996127046891,0.706,0.597,0.104346071934535,"EPO_nonresponsive","Ncor1"
"Pkm",9.76912895025812e-06,0.211702003903998,0.894,0.856,0.106542120331515,"EPO_nonresponsive","Pkm"
"Kmt2e",9.88399396185521e-06,0.259591149756587,0.524,0.4,0.107794838147993,"EPO_nonresponsive","Kmt2e"
"Pcf11",9.96996074293916e-06,0.224350597385021,0.28,0.154,0.108732391862494,"EPO_nonresponsive","Pcf11"
"Adipor2",1.03777594837159e-05,0.198596258536099,0.416,0.259,0.113179844929406,"EPO_nonresponsive","Adipor2"
"Cd63",1.14085938727332e-05,0.190983049052372,0.943,0.905,0.124422124776028,"EPO_nonresponsive","Cd63"
"Bptf",1.14688169812805e-05,0.216789371035448,0.497,0.354,0.125078917997845,"EPO_nonresponsive","Bptf"
"Itsn1",1.21873262121546e-05,0.188998674922471,0.138,0.049,0.132914979669758,"EPO_nonresponsive","Itsn1"
"Pdzk1ip1",1.23590415784803e-05,0.246420772219224,0.638,0.492,0.134787707454906,"EPO_nonresponsive","Pdzk1ip1"
"Prrc2b",1.26515569750658e-05,0.218041836873523,0.27,0.154,0.137977880370068,"EPO_nonresponsive","Prrc2b"
"Stx16",1.26911286538392e-05,0.199029856929262,0.516,0.361,0.13840944909877,"EPO_nonresponsive","Stx16"
"Lrp10",1.34892981977854e-05,0.220259148751328,0.36,0.223,0.147114286145048,"EPO_nonresponsive","Lrp10"
"Aven",1.36814984705425e-05,0.128320030859165,0.104,0.03,0.149210422319737,"EPO_nonresponsive","Aven"
"Camk1",1.43728592069777e-05,0.241954799973842,0.408,0.282,0.156750402511299,"EPO_nonresponsive","Camk1"
"Bod1",1.43738869800277e-05,0.163487390581373,0.153,0.062,0.156761611404182,"EPO_nonresponsive","Bod1"
"Rnf220",1.43967580436704e-05,0.20259628692813,0.352,0.213,0.157011043224269,"EPO_nonresponsive","Rnf220"
"Scaf11",1.55549156773068e-05,0.217404190868672,0.549,0.42,0.169641910376708,"EPO_nonresponsive","Scaf11"
"Mecom",1.64200126658945e-05,0.289828602957705,0.49,0.367,0.179076658134246,"EPO_nonresponsive","Mecom"
"Elf4",1.65545261913419e-05,0.194395513762596,0.18,0.089,0.180543662642775,"EPO_nonresponsive","Elf4"
"Cep68",1.68781295862751e-05,0.168567249384632,0.131,0.049,0.184072881267916,"EPO_nonresponsive","Cep68"
"D17Wsu92e",1.73752302491071e-05,0.197721241779104,0.201,0.105,0.189494261096762,"EPO_nonresponsive","D17Wsu92e"
"Pabpn1",1.80032448053275e-05,0.174132980413159,0.325,0.184,0.196343387846902,"EPO_nonresponsive","Pabpn1"
"Ubxn4",1.80526876802895e-05,0.204615925433013,0.581,0.449,0.196882611841237,"EPO_nonresponsive","Ubxn4"
"Ik",1.81985785014594e-05,0.217745678703316,0.409,0.275,0.198473697136916,"EPO_nonresponsive","Ik"
"Neat1",1.99952402791937e-05,0.232503608496667,0.47,0.311,0.218068090484886,"EPO_nonresponsive","Neat1"
"Plec",2.08232127203278e-05,0.235796358936721,0.396,0.259,0.227097957927895,"EPO_nonresponsive","Plec"
"Clint1",2.10511294141061e-05,0.225392066923436,0.378,0.249,0.229583617390241,"EPO_nonresponsive","Clint1"
"Mycbp2",2.28763333239076e-05,0.183454157559176,0.533,0.387,0.249489291230536,"EPO_nonresponsive","Mycbp2"
"Nufip2",2.3647963646247e-05,0.203491879637983,0.357,0.223,0.25790469152597,"EPO_nonresponsive","Nufip2"
"Nfic",2.40225601412727e-05,0.200852660116534,0.552,0.407,0.26199004090072,"EPO_nonresponsive","Nfic"
"Hist1h1e",2.66847182086974e-05,0.189323484679641,0.242,0.128,0.291023536784054,"EPO_nonresponsive","Hist1h1e"
"Por",2.72229087399712e-05,0.219005935808348,0.356,0.239,0.296893042718126,"EPO_nonresponsive","Por"
"Sap30l",2.84606271691419e-05,0.193278230012457,0.207,0.108,0.310391599906662,"EPO_nonresponsive","Sap30l"
"Kdm5a",2.85402219452265e-05,0.207410580528452,0.301,0.177,0.31125966053464,"EPO_nonresponsive","Kdm5a"
"Ktn1",2.89989796382691e-05,0.214761361228593,0.401,0.272,0.316262871934963,"EPO_nonresponsive","Ktn1"
"Supt6",2.98125454186564e-05,0.179277101757821,0.204,0.095,0.325135620335867,"EPO_nonresponsive","Supt6"
"Tmbim6",2.99656000021015e-05,0.15723998593417,0.752,0.633,0.326804833622919,"EPO_nonresponsive","Tmbim6"
"Atg7",3.03368087165457e-05,0.150157396472626,0.12,0.046,0.330853235862648,"EPO_nonresponsive","Atg7"
"Mtss1",3.17903335464275e-05,0.136756614122048,0.103,0.03,0.346705377657338,"EPO_nonresponsive","Mtss1"
"Stat3",3.46978804394601e-05,0.206696457334443,0.287,0.164,0.378415084072752,"EPO_nonresponsive","Stat3"
"Gdi2",3.54311125650317e-05,0.196599359239166,0.702,0.577,0.386411713634236,"EPO_nonresponsive","Gdi2"
"Nsd1",3.63966608207017e-05,0.178654333091219,0.35,0.216,0.396941982910573,"EPO_nonresponsive","Nsd1"
"Mybbp1a",3.67857358880611e-05,0.215190153950484,0.38,0.262,0.401185235595195,"EPO_nonresponsive","Mybbp1a"
"Itga6",4.08790823577537e-05,0.215788337959852,0.402,0.275,0.445827272193662,"EPO_nonresponsive","Itga6"
"Tusc1",4.11949645273273e-05,0.137894035463777,0.125,0.043,0.449272283135031,"EPO_nonresponsive","Tusc1"
"Trpc4ap",4.2476812172969e-05,0.197086807144827,0.312,0.187,0.463252113558399,"EPO_nonresponsive","Trpc4ap"
