"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ctdsp2",4.54157950311094e-05,0.184990277073277,0.266,0.148,0.495304660609279,"EPO_nonresponsive","Ctdsp2"
"Thrap3",4.70251230549325e-05,0.216215425505376,0.554,0.433,0.512855992037093,"EPO_nonresponsive","Thrap3"
"Celf2",4.71379858307592e-05,0.217265970771598,0.742,0.659,0.51408687347026,"EPO_nonresponsive","Celf2"
"Pafah1b1",4.93047437568862e-05,0.199683478938895,0.587,0.456,0.537717535412601,"EPO_nonresponsive","Pafah1b1"
"Iqgap2",5.09715508425917e-05,0.204880606151371,0.455,0.321,0.555895733489305,"EPO_nonresponsive","Iqgap2"
"Zfp408",5.43087683581058e-05,0.147644831384893,0.137,0.049,0.592291427713502,"EPO_nonresponsive","Zfp408"
"Setd1b",5.63747796234726e-05,0.181645696288723,0.244,0.128,0.614823346573592,"EPO_nonresponsive","Setd1b"
"Itsn2",6.05420028131155e-05,0.187336101743805,0.25,0.141,0.660271082679838,"EPO_nonresponsive","Itsn2"
"Tbxas1",6.18019040322604e-05,0.232423485186268,0.368,0.243,0.674011565375832,"EPO_nonresponsive","Tbxas1"
"Ttyh3",6.24585714932338e-05,0.19090612120067,0.266,0.154,0.681173180705208,"EPO_nonresponsive","Ttyh3"
"Golgb1",6.25157597959225e-05,0.210815002992489,0.4,0.282,0.681796876334331,"EPO_nonresponsive","Golgb1"
"Prkcd",6.36336304440125e-05,0.201123330115151,0.235,0.131,0.6939883736224,"EPO_nonresponsive","Prkcd"
"Churc1",6.50978963013202e-05,0.172360393490788,0.551,0.407,0.709957657062198,"EPO_nonresponsive","Churc1"
"Nab1",6.51337979854392e-05,0.191924932498866,0.301,0.187,0.7103492008292,"EPO_nonresponsive","Nab1"
"Mpl",6.57061327109411e-05,0.234477506759476,0.532,0.41,0.716591083345523,"EPO_nonresponsive","Mpl"
"Ubr2",6.59250648704579e-05,0.176933835775716,0.256,0.138,0.718978757477214,"EPO_nonresponsive","Ubr2"
"Smarca2",6.77156869235089e-05,0.176543703175181,0.453,0.308,0.738507281587789,"EPO_nonresponsive","Smarca2"
"Chd4",7.15405890880059e-05,0.191487804101063,0.652,0.534,0.780221664593793,"EPO_nonresponsive","Chd4"
"Mogs",7.18652681702149e-05,0.171156260191137,0.228,0.125,0.783762614664364,"EPO_nonresponsive","Mogs"
"Aldh2",7.20013298160471e-05,0.168588524795679,0.808,0.715,0.78524650297381,"EPO_nonresponsive","Aldh2"
"Csk",7.76561839876752e-05,0.167819658499893,0.577,0.443,0.846918342569586,"EPO_nonresponsive","Csk"
"Sord",7.96811490356651e-05,0.176790596037022,0.516,0.384,0.869002611382964,"EPO_nonresponsive","Sord"
"Ppp2ca",8.12344291383163e-05,0.202046646631422,0.427,0.305,0.885942684182478,"EPO_nonresponsive","Ppp2ca"
"Son",8.39709626433589e-05,0.163625154579446,0.834,0.761,0.915787318588472,"EPO_nonresponsive","Son"
"Numa1",8.42292565280249e-05,0.19874767147615,0.356,0.23,0.918604271694639,"EPO_nonresponsive","Numa1"
"Caprin1",8.48005350387158e-05,0.198558324394433,0.643,0.538,0.924834635132234,"EPO_nonresponsive","Caprin1"
"Cenpb",8.64781288150369e-05,0.148997283756096,0.212,0.102,0.943130472856792,"EPO_nonresponsive","Cenpb"
"Gga1",8.68736628718859e-05,0.178367618196505,0.195,0.105,0.947444167280788,"EPO_nonresponsive","Gga1"
"Vezf1",9.12799508570641e-05,0.180852517158969,0.471,0.334,0.995499144047141,"EPO_nonresponsive","Vezf1"
"Ubr4",9.43955040498758e-05,0.166821572182978,0.238,0.134,1,"EPO_nonresponsive","Ubr4"
"Ehbp1l1",9.53969645982512e-05,0.168062275914069,0.207,0.105,1,"EPO_nonresponsive","Ehbp1l1"
"Ttc19",9.57169158535714e-05,0.145226429062882,0.136,0.056,1,"EPO_nonresponsive","Ttc19"
"Gstm1",9.63209615895448e-05,0.261758295146475,0.385,0.269,1,"EPO_nonresponsive","Gstm1"
"Uba1",9.65374430794501e-05,0.171478473525345,0.423,0.279,1,"EPO_nonresponsive","Uba1"
"Dennd1c",0.000100272541221305,0.167001752530826,0.124,0.052,1,"EPO_nonresponsive","Dennd1c"
"Klf3",0.000104532801750009,0.184763307245891,0.193,0.098,1,"EPO_nonresponsive","Klf3"
"Zxdc",0.00010836222045245,0.157141876601507,0.145,0.066,1,"EPO_nonresponsive","Zxdc"
"Cdk13",0.000110346567887375,0.150255607633685,0.172,0.075,1,"EPO_nonresponsive","Cdk13"
"Zcchc11",0.000111431464301613,0.207541233299871,0.39,0.272,1,"EPO_nonresponsive","Zcchc11"
"Capg",0.000114908867343898,0.189187410843667,0.598,0.466,1,"EPO_nonresponsive","Capg"
"Kdm1a",0.000115168461641478,0.194286209138508,0.268,0.164,1,"EPO_nonresponsive","Kdm1a"
"Ranbp2",0.000115446233310375,0.128257328015842,0.131,0.052,1,"EPO_nonresponsive","Ranbp2"
"mt-Atp8",0.000117455187502341,0.160643506357208,0.469,0.328,1,"EPO_nonresponsive","mt-Atp8"
"Cic",0.000120406745060907,0.175175809306266,0.228,0.128,1,"EPO_nonresponsive","Cic"
"Epb41",0.000129170477656736,0.14178299997828,0.224,0.115,1,"EPO_nonresponsive","Epb41"
"Cct4",0.000129365291917074,0.147352592734265,0.804,0.711,1,"EPO_nonresponsive","Cct4"
"Hnrnpul2",0.000132596798225392,0.187016718975889,0.402,0.279,1,"EPO_nonresponsive","Hnrnpul2"
"Rras",0.000134093464223094,0.138241628558094,0.113,0.039,1,"EPO_nonresponsive","Rras"
"Lcp1",0.000135102787613343,0.172724488100852,0.674,0.554,1,"EPO_nonresponsive","Lcp1"
"Cpsf1",0.000139748225843772,0.11897634536382,0.149,0.059,1,"EPO_nonresponsive","Cpsf1"
"Zmiz1",0.00014447606689528,0.193062606104988,0.326,0.21,1,"EPO_nonresponsive","Zmiz1"
"Atp6v0d1",0.000145532411511927,0.163084650964696,0.403,0.266,1,"EPO_nonresponsive","Atp6v0d1"
"Ctdnep1",0.000147489841202199,0.17574288465626,0.289,0.174,1,"EPO_nonresponsive","Ctdnep1"
"Abhd4",0.000149452034592062,0.171053379398523,0.183,0.102,1,"EPO_nonresponsive","Abhd4"
"Kctd10",0.000153939891096698,0.180553150505662,0.256,0.154,1,"EPO_nonresponsive","Kctd10"
"Inpp5d",0.000157516857856501,0.199083265885557,0.429,0.305,1,"EPO_nonresponsive","Inpp5d"
"Txnip",0.000157978603002863,0.160285481711095,0.533,0.377,1,"EPO_nonresponsive","Txnip"
"Kcmf1",0.000158533824947787,0.164988512101214,0.225,0.125,1,"EPO_nonresponsive","Kcmf1"
"Lrrfip2",0.000160102113382157,0.178213112198406,0.332,0.213,1,"EPO_nonresponsive","Lrrfip2"
"Myo18a",0.000162510487208742,0.147490606234178,0.166,0.079,1,"EPO_nonresponsive","Myo18a"
"Ubc",0.000174140403042563,0.228365195637607,0.672,0.587,1,"EPO_nonresponsive","Ubc"
"Afap1l1",0.000175449354072989,0.159147313690237,0.22,0.115,1,"EPO_nonresponsive","Afap1l1"
"Zbtb7a",0.000178325158850116,0.156681295186262,0.646,0.528,1,"EPO_nonresponsive","Zbtb7a"
"Zmiz2",0.00018030566160422,0.1512823299498,0.253,0.144,1,"EPO_nonresponsive","Zmiz2"
"Pbxip1",0.000187407861893986,0.140541384162268,0.124,0.043,1,"EPO_nonresponsive","Pbxip1"
"Ankrd13a",0.000187461270459533,0.142941170238355,0.703,0.59,1,"EPO_nonresponsive","Ankrd13a"
"Snap23",0.000187524039245025,0.182729584203568,0.294,0.18,1,"EPO_nonresponsive","Snap23"
"Lztfl1",0.000188768581824284,0.196768225889886,0.258,0.157,1,"EPO_nonresponsive","Lztfl1"
"Ypel3",0.000190660369038133,0.218453890718475,0.632,0.531,1,"EPO_nonresponsive","Ypel3"
"Pomgnt1",0.000195894293293147,0.123438391415516,0.117,0.046,1,"EPO_nonresponsive","Pomgnt1"
"Nelfb",0.000196910157444951,0.160889187098235,0.333,0.21,1,"EPO_nonresponsive","Nelfb"
"Cmip",0.000197310576584392,0.155562549452565,0.352,0.23,1,"EPO_nonresponsive","Cmip"
"Srsf9",0.000200758032868102,0.162881913625656,0.489,0.37,1,"EPO_nonresponsive","Srsf9"
"Cul3",0.000201156271967145,0.164753815967789,0.242,0.138,1,"EPO_nonresponsive","Cul3"
"Ccnd2",0.000203066643459273,0.179314814847795,0.8,0.734,1,"EPO_nonresponsive","Ccnd2"
"Arhgef1",0.000204373687719982,0.195771476357793,0.593,0.479,1,"EPO_nonresponsive","Arhgef1"
"Eef1b2",0.000205179106577102,0.106171806292755,0.995,0.987,1,"EPO_nonresponsive","Eef1b2"
"Ccnd3",0.000207797938548038,0.158270019903411,0.725,0.62,1,"EPO_nonresponsive","Ccnd3"
"Mef2d",0.000207936542393124,0.158703642683203,0.211,0.111,1,"EPO_nonresponsive","Mef2d"
"Pdcd6ip",0.000211397138726998,0.170883430560687,0.377,0.256,1,"EPO_nonresponsive","Pdcd6ip"
"Slc6a6",0.000213117595480711,0.195589604696743,0.448,0.331,1,"EPO_nonresponsive","Slc6a6"
"Cers4",0.000215890187966213,0.185843537324926,0.341,0.23,1,"EPO_nonresponsive","Cers4"
"Spata13",0.000217342626208997,0.162249510873383,0.217,0.118,1,"EPO_nonresponsive","Spata13"
"Ep400",0.000219405497008305,0.153269207659772,0.313,0.193,1,"EPO_nonresponsive","Ep400"
"Adcy3",0.000220543216784408,0.0972763132711463,0.136,0.049,1,"EPO_nonresponsive","Adcy3"
"Cd27",0.000223236954539001,0.173820358915582,0.587,0.452,1,"EPO_nonresponsive","Cd27"
"Car2",0.000227009857213944,0.160701468137346,0.935,0.889,1,"EPO_nonresponsive","Car2"
"Sf3a2",0.000227977384884755,0.137180212991651,0.322,0.197,1,"EPO_nonresponsive","Sf3a2"
"Gsn",0.000228057116380473,0.16524306629051,0.176,0.089,1,"EPO_nonresponsive","Gsn"
"Slc12a6",0.000229228551909982,0.157197985669694,0.155,0.075,1,"EPO_nonresponsive","Slc12a6"
"Ccdc97",0.000230688260437929,0.128488990102257,0.128,0.052,1,"EPO_nonresponsive","Ccdc97"
"Pnrc1",0.000237784962049428,0.168583651416121,0.677,0.557,1,"EPO_nonresponsive","Pnrc1"
"Aatf",0.000245744278930204,0.152903301466867,0.274,0.164,1,"EPO_nonresponsive","Aatf"
"Arf3",0.000247920035664262,0.154023588034159,0.772,0.675,1,"EPO_nonresponsive","Arf3"
"Trim25",0.000254587939472581,0.185842595008066,0.58,0.452,1,"EPO_nonresponsive","Trim25"
"Rnf11",0.000255486584299434,0.188959193207981,0.232,0.138,1,"EPO_nonresponsive","Rnf11"
"Cab39",0.000257242634159368,0.168397324303487,0.308,0.203,1,"EPO_nonresponsive","Cab39"
"Mob1a",0.000260362311016907,0.162029792422249,0.36,0.236,1,"EPO_nonresponsive","Mob1a"
"Ctnnb1",0.000264074065756678,0.152716468104941,0.47,0.338,1,"EPO_nonresponsive","Ctnnb1"
"Mfn1",0.000266467069191456,0.118409900128691,0.109,0.046,1,"EPO_nonresponsive","Mfn1"
"Foxp1",0.000282979571833049,0.177520504262484,0.592,0.475,1,"EPO_nonresponsive","Foxp1"
"Erlec1",0.000283396475783788,0.162259896967356,0.26,0.151,1,"EPO_nonresponsive","Erlec1"
"Lsp1",0.000288157168786187,0.215450120857865,0.414,0.305,1,"EPO_nonresponsive","Lsp1"
"Srebf2",0.000292025340035608,0.171845218663839,0.461,0.344,1,"EPO_nonresponsive","Srebf2"
"Gspt1",0.000299571567001444,0.153420304866907,0.484,0.364,1,"EPO_nonresponsive","Gspt1"
"Psap",0.000311478111935311,0.178634909072512,0.524,0.397,1,"EPO_nonresponsive","Psap"
"Itgb3",0.000312535883628558,0.22807688433401,0.409,0.302,1,"EPO_nonresponsive","Itgb3"
"Sox4",0.00031506118161105,0.240985257943386,0.625,0.525,1,"EPO_nonresponsive","Sox4"
"Kars",0.000315187663966492,0.174078303055916,0.336,0.226,1,"EPO_nonresponsive","Kars"
"Spi1",0.000320784617708012,0.20766964397815,0.551,0.446,1,"EPO_nonresponsive","Spi1"
"Tcf25",0.000322222251406548,0.162464061472733,0.643,0.534,1,"EPO_nonresponsive","Tcf25"
"Jun",0.000327034321023818,0.149900951904968,0.121,0.052,1,"EPO_nonresponsive","Jun"
"Ptpre",0.000336195027214483,0.181676632106974,0.667,0.554,1,"EPO_nonresponsive","Ptpre"
"Kmt2a",0.000356262142751192,0.202243055828218,0.308,0.21,1,"EPO_nonresponsive","Kmt2a"
"Mapk3",0.000358787547852025,0.139480820795996,0.378,0.249,1,"EPO_nonresponsive","Mapk3"
"Il17ra",0.000366093127203542,0.170362006689533,0.51,0.387,1,"EPO_nonresponsive","Il17ra"
"Nrd1",0.000368650976022811,0.150685710934001,0.338,0.216,1,"EPO_nonresponsive","Nrd1"
"Diaph1",0.000370611225716844,0.190271445897293,0.487,0.377,1,"EPO_nonresponsive","Diaph1"
"Rbm39",0.000372165489743163,0.10778022574282,0.956,0.915,1,"EPO_nonresponsive","Rbm39"
"Stat1",0.000378192935638348,0.164471793483757,0.209,0.111,1,"EPO_nonresponsive","Stat1"
"Kmt2c",0.00038714023557104,0.148971835946349,0.249,0.138,1,"EPO_nonresponsive","Kmt2c"
"Dennd4a",0.000392623186208873,0.110159868068523,0.103,0.036,1,"EPO_nonresponsive","Dennd4a"
"Plekho1",0.000392776353236915,0.144913429983148,0.223,0.118,1,"EPO_nonresponsive","Plekho1"
"Rsbn1l",0.000399893085311249,0.185103919159947,0.46,0.351,1,"EPO_nonresponsive","Rsbn1l"
"Wdr26",0.000403803578536351,0.167474206522908,0.585,0.462,1,"EPO_nonresponsive","Wdr26"
"Gstm4",0.000404069845398901,0.127327217811095,0.102,0.043,1,"EPO_nonresponsive","Gstm4"
"Ganc",0.000408009160664519,0.137994726445348,0.12,0.052,1,"EPO_nonresponsive","Ganc"
"Hp1bp3",0.000412472840874635,0.182257675234329,0.569,0.462,1,"EPO_nonresponsive","Hp1bp3"
"Itih5",0.000412753965633682,0.130801424924699,0.2,0.102,1,"EPO_nonresponsive","Itih5"
"Tgm2",0.000419303361681813,0.128181812863828,0.105,0.039,1,"EPO_nonresponsive","Tgm2"
"Bcat2",0.000429316677144626,0.139438649985497,0.192,0.102,1,"EPO_nonresponsive","Bcat2"
"Tet3",0.000437123717706905,0.159443450884434,0.244,0.144,1,"EPO_nonresponsive","Tet3"
"Ash1l",0.000438851960302367,0.14526204701384,0.444,0.315,1,"EPO_nonresponsive","Ash1l"
"Mettl7a1",0.000439320293662012,0.185005307735433,0.263,0.164,1,"EPO_nonresponsive","Mettl7a1"
"Fam168b",0.000440648326143952,0.149349422216851,0.392,0.272,1,"EPO_nonresponsive","Fam168b"
"Lipa",0.000441052258989153,0.14320806614122,0.117,0.056,1,"EPO_nonresponsive","Lipa"
"Myct1",0.000444728481991659,0.185095636316179,0.643,0.528,1,"EPO_nonresponsive","Myct1"
"Abl2",0.000451403502331186,0.125314813999575,0.131,0.062,1,"EPO_nonresponsive","Abl2"
"Etv6",0.000455870356200069,0.141570394079071,0.377,0.246,1,"EPO_nonresponsive","Etv6"
"Csnk1g2",0.000460117016363589,0.133275585944423,0.352,0.226,1,"EPO_nonresponsive","Csnk1g2"
"Ptprcap",0.000461459232364112,0.127176557246091,0.824,0.725,1,"EPO_nonresponsive","Ptprcap"
"Rnf167",0.000463563961077942,0.158691908467069,0.355,0.233,1,"EPO_nonresponsive","Rnf167"
"Nomo1",0.000465987244840613,0.138623471198381,0.224,0.128,1,"EPO_nonresponsive","Nomo1"
"Sept8",0.000468983565273963,0.122921014268022,0.146,0.069,1,"EPO_nonresponsive","Sept8"
"Cdk17",0.000481553753240002,0.148222166139677,0.307,0.184,1,"EPO_nonresponsive","Cdk17"
"Cdkn1c",0.000482735248378353,0.122274801015218,0.163,0.082,1,"EPO_nonresponsive","Cdkn1c"
"Abhd17a",0.000483251496058427,0.169598422084755,0.431,0.318,1,"EPO_nonresponsive","Abhd17a"
"Syk",0.000483457671127834,0.17832028748314,0.309,0.203,1,"EPO_nonresponsive","Syk"
"Bod1l",0.000483804752239812,0.193639079582597,0.458,0.354,1,"EPO_nonresponsive","Bod1l"
"Ldb1",0.000485519805710397,0.156864721348177,0.329,0.21,1,"EPO_nonresponsive","Ldb1"
"Pglyrp2",0.00048655526234947,0.14031865412735,0.129,0.059,1,"EPO_nonresponsive","Pglyrp2"
"Ylpm1",0.000487966684779807,0.130685010318281,0.22,0.118,1,"EPO_nonresponsive","Ylpm1"
"Bbx",0.000494517392595744,0.162522933475358,0.406,0.282,1,"EPO_nonresponsive","Bbx"
"Rgs2",0.000502013267959102,0.21646086269968,0.472,0.348,1,"EPO_nonresponsive","Rgs2"
"Atp6v1b2",0.000509312565645599,0.167044733641783,0.256,0.161,1,"EPO_nonresponsive","Atp6v1b2"
"Man2a2",0.0005177074953628,0.146902754715227,0.227,0.125,1,"EPO_nonresponsive","Man2a2"
"Hdac5",0.000536144276400085,0.151245023233258,0.181,0.102,1,"EPO_nonresponsive","Hdac5"
"Selenbp1",0.00053626284693907,0.138564173584908,0.232,0.131,1,"EPO_nonresponsive","Selenbp1"
"Mtdh",0.000538104692411753,0.143151960879149,0.864,0.797,1,"EPO_nonresponsive","Mtdh"
"Irak4",0.000548000776127716,0.144175390300694,0.109,0.052,1,"EPO_nonresponsive","Irak4"
"Map3k7",0.000549060588694726,0.161897637557704,0.254,0.157,1,"EPO_nonresponsive","Map3k7"
"Tmem243",0.000564389487087557,0.14526606334307,0.19,0.098,1,"EPO_nonresponsive","Tmem243"
"Anxa5",0.000567901810226405,0.195318015018594,0.49,0.38,1,"EPO_nonresponsive","Anxa5"
"Hectd1",0.000572965050184609,0.154460619402547,0.389,0.266,1,"EPO_nonresponsive","Hectd1"
"Mrpl19",0.000578281547646367,0.161964520042756,0.366,0.259,1,"EPO_nonresponsive","Mrpl19"
"Usp40",0.000589328410785567,0.160208352583263,0.206,0.121,1,"EPO_nonresponsive","Usp40"
"Naca",0.000594967562947173,0.0863217315574407,0.999,0.997,1,"EPO_nonresponsive","Naca"
"Tmod3",0.000596007649113783,0.166969054312667,0.297,0.2,1,"EPO_nonresponsive","Tmod3"
"Arhgef2",0.000600335937739857,0.164280149324309,0.483,0.361,1,"EPO_nonresponsive","Arhgef2"
"Ino80d",0.000600434350218768,0.158685273875416,0.285,0.184,1,"EPO_nonresponsive","Ino80d"
"Hacd4",0.000600688163655034,0.192577007296386,0.305,0.207,1,"EPO_nonresponsive","Hacd4"
"Zbtb20",0.000609877516141773,0.162257225009265,0.462,0.338,1,"EPO_nonresponsive","Zbtb20"
"Ptpn6",0.000617497256746948,0.189662977896657,0.486,0.38,1,"EPO_nonresponsive","Ptpn6"
"Atp5a1",0.0006243636707129,0.122591009274677,0.844,0.77,1,"EPO_nonresponsive","Atp5a1"
"Nudt7",0.000629298260710385,0.127771519092004,0.132,0.066,1,"EPO_nonresponsive","Nudt7"
"Cdk12",0.000636672241861384,0.185993939969718,0.307,0.213,1,"EPO_nonresponsive","Cdk12"
"Kctd2",0.000637179022425975,0.121426378268576,0.103,0.043,1,"EPO_nonresponsive","Kctd2"
"Rrbp1",0.000639383298786199,0.177370396220184,0.535,0.423,1,"EPO_nonresponsive","Rrbp1"
"Gnas",0.000646440488743595,0.115939963447395,0.973,0.967,1,"EPO_nonresponsive","Gnas"
"Sri",0.0006555165948936,0.13489607817013,0.699,0.597,1,"EPO_nonresponsive","Sri"
"Glrx",0.000698697562598721,0.165667698371891,0.404,0.295,1,"EPO_nonresponsive","Glrx"
"Atp2a3",0.000704965135647503,0.137900796006991,0.254,0.151,1,"EPO_nonresponsive","Atp2a3"
"Rab14",0.000712625154060934,0.159060444119595,0.668,0.567,1,"EPO_nonresponsive","Rab14"
"Ddb1",0.00074511166774913,0.1603416807651,0.361,0.259,1,"EPO_nonresponsive","Ddb1"
"Bin2",0.000746113567974979,0.167103490275185,0.757,0.695,1,"EPO_nonresponsive","Bin2"
"Fbxw7",0.000748812534533531,0.137655135692583,0.153,0.075,1,"EPO_nonresponsive","Fbxw7"
"Cenpv",0.000761780287727875,0.10677532862524,0.108,0.046,1,"EPO_nonresponsive","Cenpv"
"Fnip1",0.000766015692539752,0.156225264519136,0.166,0.089,1,"EPO_nonresponsive","Fnip1"
"Amer1",0.000787947576432879,0.125278744282115,0.167,0.082,1,"EPO_nonresponsive","Amer1"
"H2-T23",0.000794587549638524,0.185889897652622,0.516,0.413,1,"EPO_nonresponsive","H2-T23"
"Ppp4r2",0.000811744050023293,0.138067455503827,0.275,0.174,1,"EPO_nonresponsive","Ppp4r2"
"Clasp1",0.000839317335669268,0.152212748170612,0.27,0.17,1,"EPO_nonresponsive","Clasp1"
"Ssbp3",0.000857397344168206,0.141163192030848,0.287,0.18,1,"EPO_nonresponsive","Ssbp3"
"Lgals8",0.000858063629496766,0.15455709900518,0.183,0.102,1,"EPO_nonresponsive","Lgals8"
"Spen",0.000873079989742902,0.134595613489351,0.19,0.105,1,"EPO_nonresponsive","Spen"
"Sirt3",0.000903763927227206,0.166963197611701,0.364,0.256,1,"EPO_nonresponsive","Sirt3"
"Hnrnpa0",0.000915810031734541,0.16693819720197,0.47,0.364,1,"EPO_nonresponsive","Hnrnpa0"
"Slc24a5",0.000921126435075248,0.171539443523699,0.259,0.164,1,"EPO_nonresponsive","Slc24a5"
"Socs5",0.000922191674435042,0.109190611735662,0.107,0.039,1,"EPO_nonresponsive","Socs5"
"Tmem57",0.000922839180546718,0.144929403545956,0.224,0.134,1,"EPO_nonresponsive","Tmem57"
"Desi2",0.000958981741900872,0.143671533977425,0.473,0.357,1,"EPO_nonresponsive","Desi2"
"Uba6",0.000962528600033591,0.147626276401882,0.19,0.102,1,"EPO_nonresponsive","Uba6"
"Hip1r",0.000964481292853429,0.113910913421341,0.117,0.049,1,"EPO_nonresponsive","Hip1r"
"Rnf216",0.000977239510721395,0.163777268049405,0.227,0.144,1,"EPO_nonresponsive","Rnf216"
"Gsk3a",0.000986993919112274,0.135757920733734,0.226,0.134,1,"EPO_nonresponsive","Gsk3a"
"Phf3",0.000995867495484652,0.126831130018683,0.458,0.328,1,"EPO_nonresponsive","Phf3"
"Tpr",0.00101407850031083,0.157168850893122,0.75,0.675,1,"EPO_nonresponsive","Tpr"
"Cep350",0.00102056880711502,0.117396340107542,0.117,0.052,1,"EPO_nonresponsive","Cep350"
"Ankrd17",0.00102164598365666,0.162694932695122,0.419,0.305,1,"EPO_nonresponsive","Ankrd17"
"Usp9x",0.00103013598627326,0.18217893886113,0.288,0.203,1,"EPO_nonresponsive","Usp9x"
"Ppp1r9b",0.00103757407826857,0.148519037955573,0.253,0.157,1,"EPO_nonresponsive","Ppp1r9b"
"Sp100",0.00103769711445426,0.123940145187552,0.235,0.128,1,"EPO_nonresponsive","Sp100"
"Rbm38",0.00104052573051661,0.176803524853079,0.387,0.282,1,"EPO_nonresponsive","Rbm38"
"Procr",0.00106125354878133,0.188528064627737,0.127,0.069,1,"EPO_nonresponsive","Procr"
"Cep250",0.00107021625259109,0.11330550584355,0.161,0.079,1,"EPO_nonresponsive","Cep250"
"Tnrc6a",0.00107473932587599,0.166715799889996,0.416,0.302,1,"EPO_nonresponsive","Tnrc6a"
"Mpv17",0.00107585589012117,0.165051810852497,0.265,0.177,1,"EPO_nonresponsive","Mpv17"
"Dhx8",0.00107844014765457,0.117577527925218,0.116,0.056,1,"EPO_nonresponsive","Dhx8"
"Atg16l1",0.00108327655541297,0.126583285700521,0.122,0.059,1,"EPO_nonresponsive","Atg16l1"
"Rrnad1",0.00111847197022265,0.158972093048313,0.19,0.115,1,"EPO_nonresponsive","Rrnad1"
"Aplp2",0.00113985605295958,0.159251721733567,0.191,0.111,1,"EPO_nonresponsive","Aplp2"
"Znrf1",0.00114003590624322,0.154864520425178,0.491,0.374,1,"EPO_nonresponsive","Znrf1"
"Helz",0.00116559189952418,0.144136245516224,0.244,0.151,1,"EPO_nonresponsive","Helz"
"Akr1b3",0.00116956259917378,0.151700893138423,0.57,0.459,1,"EPO_nonresponsive","Akr1b3"
"Plscr4",0.00117816961574355,0.171913869768195,0.275,0.18,1,"EPO_nonresponsive","Plscr4"
"Fam102b",0.00118480640169134,0.11983794928233,0.114,0.052,1,"EPO_nonresponsive","Fam102b"
"Eef2k",0.00118869186717401,0.181860823773908,0.424,0.315,1,"EPO_nonresponsive","Eef2k"
"Ttc7",0.00121703056939296,0.138120992845585,0.218,0.128,1,"EPO_nonresponsive","Ttc7"
"Csnk1d",0.00122466255412812,0.151358435790702,0.295,0.197,1,"EPO_nonresponsive","Csnk1d"
"Rit1",0.00124882227725759,0.165191043902752,0.216,0.141,1,"EPO_nonresponsive","Rit1"
"Adrbk1",0.0012651471098513,0.159959119644964,0.385,0.282,1,"EPO_nonresponsive","Adrbk1"
"Bahcc1",0.00128312740292689,0.159796770135943,0.189,0.118,1,"EPO_nonresponsive","Bahcc1"
"Cyb5a",0.00131752639604347,0.151336983935287,0.761,0.672,1,"EPO_nonresponsive","Cyb5a"
"Zdhhc7",0.00135082932668047,0.131633912434098,0.154,0.085,1,"EPO_nonresponsive","Zdhhc7"
"Eif4b",0.00135557824377335,0.147808128225934,0.669,0.587,1,"EPO_nonresponsive","Eif4b"
"Eva1b",0.00135691407060489,0.184479910815236,0.246,0.167,1,"EPO_nonresponsive","Eva1b"
"Use1",0.00139542258329154,0.132699849487481,0.684,0.577,1,"EPO_nonresponsive","Use1"
"Fdft1",0.00140757742627024,0.171340212214881,0.244,0.167,1,"EPO_nonresponsive","Fdft1"
"Klf6",0.00142076145608934,0.159192979643903,0.24,0.148,1,"EPO_nonresponsive","Klf6"
"Mga",0.00142109863978079,0.154200540028986,0.341,0.236,1,"EPO_nonresponsive","Mga"
"Dnajc5",0.00144650150823046,0.138605501960335,0.371,0.256,1,"EPO_nonresponsive","Dnajc5"
"Nob1",0.00145335343085844,0.132199356852043,0.35,0.239,1,"EPO_nonresponsive","Nob1"
"Dcaf7",0.00145917223397528,0.138577225968938,0.278,0.18,1,"EPO_nonresponsive","Dcaf7"
"Frg1",0.00146153064431822,0.1552091530166,0.522,0.413,1,"EPO_nonresponsive","Frg1"
"Zcchc6",0.00147170894935679,0.125455197087527,0.28,0.174,1,"EPO_nonresponsive","Zcchc6"
"Gemin8",0.0014811710729312,0.097356554751003,0.113,0.049,1,"EPO_nonresponsive","Gemin8"
"Pbrm1",0.00148288441168914,0.139425696388627,0.515,0.413,1,"EPO_nonresponsive","Pbrm1"
"Eid1",0.00148766117636118,0.127502729227745,0.369,0.246,1,"EPO_nonresponsive","Eid1"
"Mgat1",0.00149925443975195,0.152529839951414,0.272,0.177,1,"EPO_nonresponsive","Mgat1"
"Cln3",0.00149989596139251,0.164831737111156,0.246,0.161,1,"EPO_nonresponsive","Cln3"
"Fam160b2",0.00150491464192302,0.14482144642759,0.291,0.187,1,"EPO_nonresponsive","Fam160b2"
"Stat5b",0.00150670858728218,0.125820894533621,0.159,0.085,1,"EPO_nonresponsive","Stat5b"
"Crebrf",0.00151071259705753,0.138403095640515,0.169,0.089,1,"EPO_nonresponsive","Crebrf"
"Jmjd1c",0.00154619931225778,0.159567976673251,0.3,0.21,1,"EPO_nonresponsive","Jmjd1c"
"B3gnt8",0.00155023629402767,0.13543008603263,0.12,0.059,1,"EPO_nonresponsive","B3gnt8"
"Csnk1a1",0.00156414827763823,0.126443363662159,0.728,0.639,1,"EPO_nonresponsive","Csnk1a1"
"B2m",0.00157793276080297,0.0813513896722902,1,1,1,"EPO_nonresponsive","B2m"
"Amfr",0.00160863432285351,0.14194603675024,0.26,0.167,1,"EPO_nonresponsive","Amfr"
