"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Psmc3ip",0.00132226516671671,0.14002319714932,0.297,0.235,1,"EPO_responsive","Psmc3ip"
"Fignl1",0.0013437787892574,0.157440203871017,0.245,0.206,1,"EPO_responsive","Fignl1"
"Dnajc19",0.00135572435843137,0.162087879172321,0.658,0.621,1,"EPO_responsive","Dnajc19"
"Ptp4a1",0.00138510736560852,0.149326534404974,0.53,0.465,1,"EPO_responsive","Ptp4a1"
"Fkbp11",0.00138912770545393,0.137889707605744,0.182,0.131,1,"EPO_responsive","Fkbp11"
"Fopnl",0.00141831891238434,0.134706267436785,0.361,0.288,1,"EPO_responsive","Fopnl"
"Gnl3",0.00142552430692322,0.183188613571625,0.688,0.659,1,"EPO_responsive","Gnl3"
"Mlf1",0.00142930617634019,0.0972374687548234,0.121,0.077,1,"EPO_responsive","Mlf1"
"Tmf1",0.00147914459955132,0.152266965303043,0.391,0.323,1,"EPO_responsive","Tmf1"
"Rad18",0.00149271778618755,0.142787305449742,0.248,0.199,1,"EPO_responsive","Rad18"
"Ndufs3",0.00149824503195108,0.156082413571085,0.558,0.506,1,"EPO_responsive","Ndufs3"
"Nuf2",0.0015646061259982,0.115503850683363,0.191,0.14,1,"EPO_responsive","Nuf2"
"Uchl3",0.00157522305859335,0.163620638745303,0.564,0.512,1,"EPO_responsive","Uchl3"
"Cox7b",0.00165534985098218,0.140307395259996,0.848,0.818,1,"EPO_responsive","Cox7b"
"Cfl1",0.00178652247164095,0.0726846910192087,0.991,0.987,1,"EPO_responsive","Cfl1"
"Ung",0.00193879179537431,0.179633778200543,0.382,0.318,1,"EPO_responsive","Ung"
"Slirp",0.0019504488187759,0.174048709183356,0.673,0.649,1,"EPO_responsive","Slirp"
"Chchd2",0.00195691613621853,0.11907880351372,0.973,0.979,1,"EPO_responsive","Chchd2"
"Dynll1",0.00196062946144076,0.156082508710155,0.848,0.821,1,"EPO_responsive","Dynll1"
"Ap1s3",0.00200313984746832,0.120499344056377,0.188,0.133,1,"EPO_responsive","Ap1s3"
"Arglu1",0.00200432652628529,0.129664337923118,0.782,0.727,1,"EPO_responsive","Arglu1"
"Rad54l",0.00202151976970529,0.145781547794716,0.264,0.214,1,"EPO_responsive","Rad54l"
"Tma7",0.00204941607803115,0.105400783892066,0.961,0.947,1,"EPO_responsive","Tma7"
"Mrpl54",0.00206888059536338,0.154201703024712,0.615,0.561,1,"EPO_responsive","Mrpl54"
"Immp1l",0.00212623008519411,0.177860096199036,0.606,0.575,1,"EPO_responsive","Immp1l"
"Fam60a",0.00222831175768952,0.146670101157137,0.397,0.337,1,"EPO_responsive","Fam60a"
"Spc25",0.00226910426118695,0.153366224518303,0.327,0.274,1,"EPO_responsive","Spc25"
"Cinp",0.00229610512082897,0.138309113811436,0.297,0.244,1,"EPO_responsive","Cinp"
"Mcu",0.00230450952128742,0.114556298435218,0.13,0.088,1,"EPO_responsive","Mcu"
"Ndufab1",0.00234471111128493,0.147109786491113,0.779,0.76,1,"EPO_responsive","Ndufab1"
"Rsl24d1",0.00235294720168464,0.167701823365614,0.655,0.629,1,"EPO_responsive","Rsl24d1"
"Uqcrq",0.00242099421993986,0.129878572496184,0.873,0.846,1,"EPO_responsive","Uqcrq"
"Lsm5",0.00244455048188063,0.159850318123487,0.788,0.766,1,"EPO_responsive","Lsm5"
"Shisa8",0.00248978918111678,0.155498671921617,0.436,0.362,1,"EPO_responsive","Shisa8"
"Lrrc58",0.00254312554465145,0.158206728246856,0.579,0.542,1,"EPO_responsive","Lrrc58"
"Cep57l1",0.00258580181300792,0.149577286169984,0.291,0.241,1,"EPO_responsive","Cep57l1"
"Pdap1",0.00259224733326339,0.161122821515394,0.736,0.712,1,"EPO_responsive","Pdap1"
"Usp50",0.0027193802549616,0.142832733210658,0.679,0.653,1,"EPO_responsive","Usp50"
"Mrpl36",0.00280865207472476,0.122289796548792,0.636,0.564,1,"EPO_responsive","Mrpl36"
"Gins2",0.00281092981824027,0.15300524881998,0.358,0.307,1,"EPO_responsive","Gins2"
"Usp1",0.00281913402693046,0.164554046477123,0.612,0.56,1,"EPO_responsive","Usp1"
"Ifitm2",0.002851544802164,0.0711131620601435,0.982,0.956,1,"EPO_responsive","Ifitm2"
"Tmsb10",0.00298574809236292,0.113956113389545,0.991,0.982,1,"EPO_responsive","Tmsb10"
"Timm9",0.00300122485546996,0.158507570335427,0.367,0.324,1,"EPO_responsive","Timm9"
"Dynlrb1",0.00318019292906834,0.122528047273359,0.836,0.815,1,"EPO_responsive","Dynlrb1"
"mt-Nd3",0.00357447939046264,0.146547596481819,0.921,0.922,1,"EPO_responsive","mt-Nd3"
"C1qbp",0.00359720138660635,0.132098242222708,0.785,0.748,1,"EPO_responsive","C1qbp"
"Tmem14c",0.00360853561010428,0.151566946623094,0.642,0.599,1,"EPO_responsive","Tmem14c"
"Psme2",0.00364965327094062,0.137827647184832,0.688,0.631,1,"EPO_responsive","Psme2"
"D17H6S53E",0.00366526006260931,0.108785937400207,0.139,0.085,1,"EPO_responsive","D17H6S53E"
"Nusap1",0.00380071469278046,0.163056090909168,0.3,0.237,1,"EPO_responsive","Nusap1"
"AI662270",0.00383455478475211,0.130720680866223,0.855,0.829,1,"EPO_responsive","AI662270"
"Uxt",0.00402878791590305,0.121367635802161,0.327,0.271,1,"EPO_responsive","Uxt"
"Bzw2",0.00410337911609316,0.149978084964727,0.488,0.439,1,"EPO_responsive","Bzw2"
"Ska1",0.00427211076646474,0.108640358320223,0.145,0.116,1,"EPO_responsive","Ska1"
"Rad1",0.00441182842227247,0.143078947103586,0.23,0.194,1,"EPO_responsive","Rad1"
"Gar1",0.00442144291221416,0.141677204660951,0.667,0.62,1,"EPO_responsive","Gar1"
"Tram2",0.00445718175888617,0.0929696001300895,0.112,0.073,1,"EPO_responsive","Tram2"
"Serf1",0.00446247299928147,0.13361482730828,0.609,0.557,1,"EPO_responsive","Serf1"
"Clpp",0.00447516137337206,0.163524897378135,0.458,0.42,1,"EPO_responsive","Clpp"
"Mrps17",0.00450178468490061,0.128448011246274,0.688,0.646,1,"EPO_responsive","Mrps17"
"Cdk4",0.00451167086796005,0.124173153513916,0.852,0.828,1,"EPO_responsive","Cdk4"
"Cox5b",0.00457369775509086,0.0945798515999918,0.942,0.909,1,"EPO_responsive","Cox5b"
"Ndufaf2",0.00460592878536674,0.156508253401865,0.433,0.392,1,"EPO_responsive","Ndufaf2"
"Cdc7",0.00463290291026182,0.117518889967765,0.17,0.128,1,"EPO_responsive","Cdc7"
"Ywhaq",0.00464975666519652,0.127753919658141,0.797,0.778,1,"EPO_responsive","Ywhaq"
"Rmi2",0.00469491970191677,0.137262856550389,0.294,0.238,1,"EPO_responsive","Rmi2"
"Coq5",0.00473629149774035,0.145618303086027,0.282,0.243,1,"EPO_responsive","Coq5"
"Snrpd3",0.00477588192430575,0.117385929739571,0.827,0.773,1,"EPO_responsive","Snrpd3"
"Nutf2",0.00477846804212682,0.141183516096847,0.539,0.499,1,"EPO_responsive","Nutf2"
"Tmco1",0.00478697745205115,0.138401790604148,0.785,0.763,1,"EPO_responsive","Tmco1"
"Zdhhc4",0.00485437607364049,0.148967017113638,0.236,0.201,1,"EPO_responsive","Zdhhc4"
"Hmgcr",0.00486250508518159,0.128318558071001,0.433,0.374,1,"EPO_responsive","Hmgcr"
"Sumo1",0.00489260540706383,0.109659715315105,0.873,0.852,1,"EPO_responsive","Sumo1"
"Neil3",0.00496058353376057,0.136084544308726,0.294,0.234,1,"EPO_responsive","Neil3"
"Lockd",0.00496643250411106,0.154729205283899,0.542,0.482,1,"EPO_responsive","Lockd"
"Atox1",0.00502978289363645,0.116106691359196,0.855,0.834,1,"EPO_responsive","Atox1"
"Exosc1",0.00513991524275343,0.140814825554688,0.445,0.399,1,"EPO_responsive","Exosc1"
"Nipsnap3b",0.005176964738754,0.155473736594554,0.382,0.345,1,"EPO_responsive","Nipsnap3b"
"Ncs1",0.00524692112259756,0.115721773154771,0.124,0.088,1,"EPO_responsive","Ncs1"
"Cd244",0.00530239403156031,0.125979251534566,0.161,0.118,1,"EPO_responsive","Cd244"
"Papolg",0.00530874487879797,0.109064602268182,0.112,0.075,1,"EPO_responsive","Papolg"
"Tmem126a",0.00535509288215947,0.139459195766484,0.376,0.324,1,"EPO_responsive","Tmem126a"
"Lap3",0.005377908379687,0.137670212360591,0.358,0.305,1,"EPO_responsive","Lap3"
"Foxn2",0.00548096252925652,0.0978540472196678,0.164,0.116,1,"EPO_responsive","Foxn2"
"Birc5",0.00552652965579868,0.173025231885113,0.382,0.311,1,"EPO_responsive","Birc5"
"Ado",0.00560549397256296,0.141394185694133,0.33,0.282,1,"EPO_responsive","Ado"
"Uqcrb",0.00564409445820579,0.0877344760401289,0.952,0.931,1,"EPO_responsive","Uqcrb"
"Sgol1",0.00577441487290413,0.12217621225058,0.264,0.211,1,"EPO_responsive","Sgol1"
"Pradc1",0.00602817315748395,0.12476137355069,0.297,0.249,1,"EPO_responsive","Pradc1"
"Coa3",0.00606079815225875,0.150112817016352,0.67,0.632,1,"EPO_responsive","Coa3"
"Fam195a",0.00631136549047006,0.137119005358166,0.194,0.161,1,"EPO_responsive","Fam195a"
"Mzt1",0.00661418033974008,0.147056539770372,0.482,0.449,1,"EPO_responsive","Mzt1"
"Dph3",0.00665943911950566,0.128689594095207,0.491,0.45,1,"EPO_responsive","Dph3"
"Hnrnpa3",0.00682120830839521,0.111648059448815,0.876,0.844,1,"EPO_responsive","Hnrnpa3"
"Manf",0.00713162946757174,0.122742524094641,0.679,0.636,1,"EPO_responsive","Manf"
"Ssr4",0.00725724948223962,0.110429079549913,0.885,0.874,1,"EPO_responsive","Ssr4"
"Zmat2",0.00743486794660139,0.138351217680102,0.561,0.527,1,"EPO_responsive","Zmat2"
"Mrps14",0.00744367356369686,0.118888736888544,0.839,0.806,1,"EPO_responsive","Mrps14"
"Hddc2",0.00752698086166461,0.125561756743821,0.318,0.269,1,"EPO_responsive","Hddc2"
"Apitd1",0.00757303560508304,0.150679361751769,0.327,0.299,1,"EPO_responsive","Apitd1"
"Cox7c",0.0076311438564848,0.078362125871656,0.991,0.984,1,"EPO_responsive","Cox7c"
"Vamp8",0.00765865494874298,0.0894235834537027,0.967,0.966,1,"EPO_responsive","Vamp8"
"Pigf",0.00768595815851242,0.112549980524265,0.209,0.171,1,"EPO_responsive","Pigf"
"Ndufb2",0.00769528341427842,0.129017822731079,0.77,0.739,1,"EPO_responsive","Ndufb2"
"Tex30",0.00786310158681457,0.128413577957746,0.342,0.297,1,"EPO_responsive","Tex30"
"Atf1",0.00788884243674476,0.100719342979666,0.676,0.628,1,"EPO_responsive","Atf1"
"Arpp19",0.00795216446416806,0.15696421191237,0.821,0.831,1,"EPO_responsive","Arpp19"
"Dnajc8",0.0080788845949428,0.128249353014626,0.752,0.731,1,"EPO_responsive","Dnajc8"
"Zfp330",0.00818222308094488,0.145942226951753,0.361,0.329,1,"EPO_responsive","Zfp330"
"Rbm8a",0.00852834378374095,0.144892493893845,0.733,0.714,1,"EPO_responsive","Rbm8a"
"Mnd1",0.0086825546512152,0.0799024526215393,0.109,0.079,1,"EPO_responsive","Mnd1"
"Sdf2l1",0.00916301165112083,0.183640169632191,0.455,0.421,1,"EPO_responsive","Sdf2l1"
"Eny2",0.00919771549455776,0.14383072273405,0.673,0.658,1,"EPO_responsive","Eny2"
"Pcna",0.00948849809504416,0.112524836315653,0.652,0.594,1,"EPO_responsive","Pcna"
"Txnl4a",0.0096757594206479,0.112527933520045,0.503,0.445,1,"EPO_responsive","Txnl4a"
"mt-Nd2",0.009836238987094,0.0969291672172727,0.985,0.992,1,"EPO_responsive","mt-Nd2"
"Prmt1",0.00988492167796567,0.136713612592815,0.627,0.593,1,"EPO_responsive","Prmt1"
"Lyar",0.00993207552669805,0.145500241350904,0.636,0.612,1,"EPO_responsive","Lyar"
"Lsm4",0.0099641996294871,0.123805720466958,0.776,0.751,1,"EPO_responsive","Lsm4"
"Myc",0.0102074484361681,0.14904558547676,0.5,0.451,1,"EPO_responsive","Myc"
"Aprt",0.0103898134574175,0.158584803178152,0.667,0.649,1,"EPO_responsive","Aprt"
"Prim1",0.0106781171944438,0.118662188088233,0.421,0.366,1,"EPO_responsive","Prim1"
"Tpgs2",0.0109240494502292,0.108039875322224,0.252,0.208,1,"EPO_responsive","Tpgs2"
"Gins1",0.011592363297585,0.110199982991729,0.182,0.152,1,"EPO_responsive","Gins1"
"Pop5",0.011614987363573,0.137881406742433,0.542,0.515,1,"EPO_responsive","Pop5"
"Aga",0.0117771182388996,0.125362862546214,0.245,0.207,1,"EPO_responsive","Aga"
"Plekhj1",0.0119080046103891,0.131701713889074,0.718,0.688,1,"EPO_responsive","Plekhj1"
"Hn1",0.0119850786194556,0.129586651926677,0.718,0.687,1,"EPO_responsive","Hn1"
"Slc25a46",0.012101446486894,0.130242096475645,0.5,0.462,1,"EPO_responsive","Slc25a46"
"Mrpl18",0.0125481713558209,0.108481723131383,0.748,0.71,1,"EPO_responsive","Mrpl18"
"Tomm20",0.01257407670756,0.0727733412563394,0.945,0.922,1,"EPO_responsive","Tomm20"
"Snrnp25",0.0128373096561979,0.123874537594747,0.445,0.408,1,"EPO_responsive","Snrnp25"
"Ndufaf5",0.0129264007131791,0.0958055140534327,0.133,0.103,1,"EPO_responsive","Ndufaf5"
"Sgf29",0.0132331842547823,0.136761841634924,0.336,0.303,1,"EPO_responsive","Sgf29"
"Snrpg",0.0132786423687183,0.0730278607537564,0.979,0.985,1,"EPO_responsive","Snrpg"
"Rfc2",0.0136671272466106,0.0901488435955615,0.827,0.799,1,"EPO_responsive","Rfc2"
"Crebl2",0.0140096254567186,0.106692680715034,0.112,0.083,1,"EPO_responsive","Crebl2"
"Mrps33",0.0140167731957737,0.122569148051643,0.776,0.761,1,"EPO_responsive","Mrps33"
"Chchd1",0.01409822950236,0.125149564227174,0.685,0.647,1,"EPO_responsive","Chchd1"
"Sass6",0.0141947361650242,0.0980665872385024,0.145,0.113,1,"EPO_responsive","Sass6"
"Gtf2h5",0.0143543704726747,0.142048607843367,0.594,0.565,1,"EPO_responsive","Gtf2h5"
"Card19",0.0144296431793721,0.0807696246567371,0.855,0.817,1,"EPO_responsive","Card19"
"Pf4",0.0146434731504065,0.0639518167931701,0.476,0.392,1,"EPO_responsive","Pf4"
"Diaph3",0.0149527573237738,0.11808402637103,0.324,0.285,1,"EPO_responsive","Diaph3"
"Eif4e",0.015265705576052,0.131312855533606,0.594,0.567,1,"EPO_responsive","Eif4e"
"Pole3",0.0152800740027586,0.115343217564358,0.5,0.469,1,"EPO_responsive","Pole3"
"Mms22l",0.0152963546482099,0.109408085504346,0.355,0.316,1,"EPO_responsive","Mms22l"
"Bok",0.0155477335208612,0.0953008905488253,0.106,0.082,1,"EPO_responsive","Bok"
"Dpy30",0.0156850669928312,0.114463578343945,0.706,0.67,1,"EPO_responsive","Dpy30"
"Romo1",0.0158428994284098,0.125272301035962,0.842,0.848,1,"EPO_responsive","Romo1"
"Mrfap1",0.0158553823578442,0.0998986171209666,0.836,0.824,1,"EPO_responsive","Mrfap1"
"Derl2",0.0159136244837606,0.120977622847507,0.273,0.241,1,"EPO_responsive","Derl2"
"Ppih",0.0159612782396607,0.130697674132399,0.373,0.341,1,"EPO_responsive","Ppih"
"Pin4",0.0159816193175947,0.135756245191503,0.515,0.494,1,"EPO_responsive","Pin4"
"Yaf2",0.0161781181706173,0.125613193657215,0.491,0.459,1,"EPO_responsive","Yaf2"
"Polr2f",0.0163462971154937,0.123817526506078,0.776,0.763,1,"EPO_responsive","Polr2f"
"Rfc5",0.0164380459386214,0.118493827869548,0.436,0.39,1,"EPO_responsive","Rfc5"
"Naa50",0.0166179658217502,0.117075402969,0.624,0.583,1,"EPO_responsive","Naa50"
"Klhdc4",0.0166734461376855,0.0780871229402095,0.139,0.102,1,"EPO_responsive","Klhdc4"
"Vma21",0.0167652191632841,0.129194527555917,0.4,0.368,1,"EPO_responsive","Vma21"
"Ube2l3",0.016849920390526,0.116083322737983,0.685,0.662,1,"EPO_responsive","Ube2l3"
"Minpp1",0.0173349258020013,0.100539230050223,0.439,0.397,1,"EPO_responsive","Minpp1"
"Mydgf",0.0174406229464389,0.0956223825436093,0.594,0.555,1,"EPO_responsive","Mydgf"
"Trip13",0.017441223102468,0.0878225880498246,0.145,0.119,1,"EPO_responsive","Trip13"
"Cdc45",0.0174464949973427,0.0884855365274224,0.179,0.143,1,"EPO_responsive","Cdc45"
"Ddx23",0.0180651572050364,0.0985966412338099,0.173,0.132,1,"EPO_responsive","Ddx23"
"Polr1d",0.0182139041494115,0.115010320719202,0.858,0.842,1,"EPO_responsive","Polr1d"
"Dynlt1a",0.0182216413816371,0.0850212449266059,0.106,0.082,1,"EPO_responsive","Dynlt1a"
"Chchd3",0.0182689050220448,0.119885619159633,0.448,0.414,1,"EPO_responsive","Chchd3"
"AK010878",0.0185421026605346,0.0999250968624819,0.258,0.217,1,"EPO_responsive","AK010878"
"Sec61g",0.0186282277002876,0.0927411416757731,0.948,0.956,1,"EPO_responsive","Sec61g"
"Esco2",0.0186463988075404,0.105327978431042,0.209,0.176,1,"EPO_responsive","Esco2"
"Nip7",0.0189191487450836,0.121430419352366,0.424,0.385,1,"EPO_responsive","Nip7"
"Terf1",0.0194843328450857,0.110433849725805,0.236,0.201,1,"EPO_responsive","Terf1"
"Mrpl20",0.0196520549099274,0.134982251961777,0.658,0.645,1,"EPO_responsive","Mrpl20"
"Ift27",0.019749790595231,0.149840540150422,0.252,0.233,1,"EPO_responsive","Ift27"
"Emp3",0.0201171538900049,0.082280599267029,0.882,0.841,1,"EPO_responsive","Emp3"
"Prdx4",0.0204700094803597,0.116247552673775,0.412,0.374,1,"EPO_responsive","Prdx4"
"Rdh13",0.0205400635130783,0.0864744676929802,0.118,0.083,1,"EPO_responsive","Rdh13"
"Dhfr",0.020626154491899,0.108459552949594,0.388,0.335,1,"EPO_responsive","Dhfr"
"Ndufa12",0.0207794905773609,0.115175604205776,0.803,0.784,1,"EPO_responsive","Ndufa12"
"Atp5j2",0.0210873234190788,0.104956492471192,0.93,0.929,1,"EPO_responsive","Atp5j2"
"Gem",0.0212774710181277,0.139046629042103,0.261,0.214,1,"EPO_responsive","Gem"
"Mecr",0.0214443809876034,0.111161946904995,0.133,0.118,1,"EPO_responsive","Mecr"
"Ssna1",0.0214693248504442,0.133821997192009,0.676,0.664,1,"EPO_responsive","Ssna1"
"Phf5a",0.0215096042273001,0.11586111499591,0.63,0.599,1,"EPO_responsive","Phf5a"
"Cmc1",0.0216209111962891,0.113609197117539,0.421,0.381,1,"EPO_responsive","Cmc1"
"Anp32b",0.0217116604015464,0.0775056479199465,0.945,0.924,1,"EPO_responsive","Anp32b"
"Eif1ax",0.0222173924885561,0.0861519485201545,0.736,0.689,1,"EPO_responsive","Eif1ax"
"Cdc20",0.0225603580824503,0.0983089784068863,0.236,0.194,1,"EPO_responsive","Cdc20"
"Mrpl50",0.0227204130121645,0.119759491695403,0.4,0.366,1,"EPO_responsive","Mrpl50"
"Dnlz",0.0227727697291741,0.104659803287648,0.415,0.372,1,"EPO_responsive","Dnlz"
"Asf1b",0.0229350502798469,0.10945625387984,0.327,0.283,1,"EPO_responsive","Asf1b"
"Cdca2",0.0230903179137107,0.0937072995762713,0.209,0.178,1,"EPO_responsive","Cdca2"
"Ndufb4",0.0231260331579105,0.112823745706111,0.758,0.74,1,"EPO_responsive","Ndufb4"
"Elof1",0.0231514073238043,0.107059291682643,0.591,0.562,1,"EPO_responsive","Elof1"
"Pole",0.0233439609178783,0.12878559005662,0.155,0.144,1,"EPO_responsive","Pole"
"Snrpa1",0.0234781442847209,0.107981277461992,0.561,0.516,1,"EPO_responsive","Snrpa1"
"Iqsec1",0.0235758245654191,0.0889741306515045,0.185,0.135,1,"EPO_responsive","Iqsec1"
"Thyn1",0.0239645352517026,0.112613176860968,0.412,0.375,1,"EPO_responsive","Thyn1"
"Cpne2",0.0240113334597551,0.0957825296981989,0.721,0.692,1,"EPO_responsive","Cpne2"
"Ammecr1",0.0242636154194236,0.092095814208319,0.13,0.101,1,"EPO_responsive","Ammecr1"
"Rap1a",0.0250500417663503,0.10782114924968,0.655,0.626,1,"EPO_responsive","Rap1a"
"Slc30a5",0.0252454669200885,0.120986618539198,0.209,0.188,1,"EPO_responsive","Slc30a5"
"Snrnp40",0.0256146590294402,0.110267342130066,0.533,0.494,1,"EPO_responsive","Snrnp40"
"Nol12",0.0257552717079639,0.105714208521982,0.388,0.354,1,"EPO_responsive","Nol12"
"Dnajc25",0.0260383715412048,0.0881740384513315,0.118,0.096,1,"EPO_responsive","Dnajc25"
"Zcrb1",0.026113048595002,0.107240379156585,0.609,0.579,1,"EPO_responsive","Zcrb1"
"mt-Nd4l",0.026113388260418,0.131317033282787,0.6,0.587,1,"EPO_responsive","mt-Nd4l"
"Ndufs4",0.0262084091362841,0.132152114024138,0.579,0.557,1,"EPO_responsive","Ndufs4"
"Akip1",0.0264110627424208,0.098435743498075,0.361,0.315,1,"EPO_responsive","Akip1"
"Ndufs6",0.0266537814417235,0.0855479919670499,0.712,0.668,1,"EPO_responsive","Ndufs6"
"Mrpl28",0.0266830578247662,0.13256124493763,0.57,0.557,1,"EPO_responsive","Mrpl28"
"Klhl9",0.0268877884237754,0.124999267702772,0.364,0.329,1,"EPO_responsive","Klhl9"
"Adk",0.0273653174078336,0.108612200427129,0.267,0.237,1,"EPO_responsive","Adk"
"Rfc3",0.0282076792186916,0.11439723562108,0.4,0.364,1,"EPO_responsive","Rfc3"
"Ino80e",0.0282144738504053,0.115353274798396,0.452,0.416,1,"EPO_responsive","Ino80e"
"Ints7",0.0287164021349068,0.110816274330287,0.245,0.216,1,"EPO_responsive","Ints7"
"Sfpq",0.0287581731101546,0.115699699672584,0.779,0.77,1,"EPO_responsive","Sfpq"
"Trmt112",0.0294411471818198,0.0621097459849684,0.915,0.882,1,"EPO_responsive","Trmt112"
"Cnih1",0.029561282634766,0.100672478131911,0.506,0.472,1,"EPO_responsive","Cnih1"
"Rqcd1",0.0297004742178102,0.118135775680718,0.248,0.23,1,"EPO_responsive","Rqcd1"
"Brca1",0.0301014025130748,0.0679267118717604,0.121,0.094,1,"EPO_responsive","Brca1"
"Bola3",0.0307814811157159,0.125511520627086,0.667,0.657,1,"EPO_responsive","Bola3"
"Hsp90aa1",0.0310181156755383,0.0790810226023329,0.915,0.893,1,"EPO_responsive","Hsp90aa1"
"Slmo2",0.0310242585212188,0.110009588049362,0.4,0.365,1,"EPO_responsive","Slmo2"
"Pddc1",0.0312401300690691,0.102314897541649,0.37,0.329,1,"EPO_responsive","Pddc1"
"Rnaseh2c",0.0313817620133375,0.118643159208899,0.661,0.639,1,"EPO_responsive","Rnaseh2c"
"Sf3b5",0.0318144282080415,0.105545512330996,0.809,0.788,1,"EPO_responsive","Sf3b5"
"Trmt11",0.032200767760418,0.0713077262292441,0.136,0.1,1,"EPO_responsive","Trmt11"
"Llph",0.0326401713788651,0.122029684233882,0.745,0.732,1,"EPO_responsive","Llph"
"Pigyl",0.0329917630490911,0.0968782566351363,0.424,0.394,1,"EPO_responsive","Pigyl"
"Dnajc2",0.0332167475738342,0.137552962249441,0.627,0.623,1,"EPO_responsive","Dnajc2"
"Psat1",0.0336359555263078,0.128266077666732,0.412,0.379,1,"EPO_responsive","Psat1"
"Mrps15",0.0339684234421764,0.0942770172827047,0.548,0.514,1,"EPO_responsive","Mrps15"
"Ppa1",0.0340385926175637,0.08013243385389,0.63,0.576,1,"EPO_responsive","Ppa1"
"Ost4",0.0348378701991927,0.0772258496997167,0.948,0.935,1,"EPO_responsive","Ost4"
"Yod1",0.0349458006269925,0.0982126910285629,0.209,0.177,1,"EPO_responsive","Yod1"
"Capzb",0.0349694667316413,0.0831826378536826,0.782,0.754,1,"EPO_responsive","Capzb"
"Fra10ac1",0.0352059205320481,0.0955720039834923,0.245,0.214,1,"EPO_responsive","Fra10ac1"
"Rad51",0.0353091152520168,0.0945774469506674,0.261,0.227,1,"EPO_responsive","Rad51"
"Pigm",0.0361751206557034,0.101687103092621,0.112,0.094,1,"EPO_responsive","Pigm"
"Tbck",0.0362061538212463,0.0925745929623197,0.179,0.148,1,"EPO_responsive","Tbck"
"Zbtb21",0.0362183538668203,0.0671425835061962,0.118,0.08,1,"EPO_responsive","Zbtb21"
"Gins3",0.036537933374728,0.0643935139869027,0.106,0.083,1,"EPO_responsive","Gins3"
"Sap18",0.0367640858759875,0.106585535571489,0.606,0.577,1,"EPO_responsive","Sap18"
"Mpg",0.0367750578079612,0.0996304448424042,0.191,0.161,1,"EPO_responsive","Mpg"
"Npm3",0.0371160376211732,0.105251448632558,0.709,0.691,1,"EPO_responsive","Npm3"
"Atpif1",0.0375680264892274,0.0642978302635679,0.988,0.983,1,"EPO_responsive","Atpif1"
"Uba52",0.03793493304546,0.0678114700905277,0.988,0.988,1,"EPO_responsive","Uba52"
"Fars2",0.0380876600656033,0.0990265532034709,0.103,0.09,1,"EPO_responsive","Fars2"
"Orc6",0.0388554425815077,0.123130516704439,0.379,0.362,1,"EPO_responsive","Orc6"
"Timm8b",0.0389289991355715,0.0815859460374928,0.7,0.659,1,"EPO_responsive","Timm8b"
"Chchd6",0.039251487239327,0.125066607608863,0.264,0.247,1,"EPO_responsive","Chchd6"
"Cdkn3",0.0401618839880268,0.097735729999152,0.118,0.094,1,"EPO_responsive","Cdkn3"
"Atp5d",0.0403973175843087,0.111695111440741,0.861,0.863,1,"EPO_responsive","Atp5d"
"Ebna1bp2",0.0404763800052296,0.101525731251028,0.627,0.603,1,"EPO_responsive","Ebna1bp2"
"Lyrm4",0.0407689820023306,0.0864228095313485,0.161,0.132,1,"EPO_responsive","Lyrm4"
"Anapc13",0.0409026574654535,0.113395377051954,0.664,0.649,1,"EPO_responsive","Anapc13"
"Bcas2",0.0412264659833003,0.104188512059086,0.67,0.653,1,"EPO_responsive","Bcas2"
"Nudt21",0.0412855493869186,0.115245752795117,0.661,0.644,1,"EPO_responsive","Nudt21"
"Fam111a",0.0415769895338482,0.138227146983255,0.53,0.51,1,"EPO_responsive","Fam111a"
"Pdcd5",0.0424402433579744,0.120039555205001,0.736,0.725,1,"EPO_responsive","Pdcd5"
"Rfwd3",0.0424561953662856,0.08630260540193,0.224,0.193,1,"EPO_responsive","Rfwd3"
"Chchd10",0.0430088114604981,0.102073749132395,0.288,0.254,1,"EPO_responsive","Chchd10"
"Emid1",0.0431247284671766,0.117462745525585,0.173,0.161,1,"EPO_responsive","Emid1"
"Ssbp1",0.0440117073275974,0.125976339149142,0.573,0.565,1,"EPO_responsive","Ssbp1"
"Tmem216",0.0442786772764999,0.0963010065173421,0.167,0.145,1,"EPO_responsive","Tmem216"
"Gbas",0.0445185693224979,0.115487635745798,0.324,0.304,1,"EPO_responsive","Gbas"
"Dpm3",0.045441204441024,0.0805151418967212,0.809,0.782,1,"EPO_responsive","Dpm3"
"Snrpc",0.0454478960788531,0.0981714564502993,0.658,0.626,1,"EPO_responsive","Snrpc"
"Tceb2",0.0454905438484622,0.0694325169429617,0.958,0.953,1,"EPO_responsive","Tceb2"
"Tmem238",0.0466347030455451,0.101995479284541,0.47,0.426,1,"EPO_responsive","Tmem238"
"Mterf3",0.0470182382881342,0.0978807410238304,0.161,0.141,1,"EPO_responsive","Mterf3"
"Mfsd10",0.0471626781236422,0.105506295123612,0.418,0.392,1,"EPO_responsive","Mfsd10"
"Lsm7",0.0476261637945859,0.0874508145678445,0.597,0.559,1,"EPO_responsive","Lsm7"
"Brms1l",0.0484266669339579,0.0836502290860601,0.127,0.102,1,"EPO_responsive","Brms1l"
